tileid,class,quantile
82730,2,0.144
82732,3,0.613
82894,2,0.111
83139,4,1.0
83398,4,1.0
83426,2,0.237
83433,4,0.989
83436,4,1.0
83437,4,1.0
83438,4,0.999
83439,4,1.0
83440,4,1.0
83601,4,1.0
83602,4,1.0
83603,3,0.847
84115,3,0.857
84145,4,1.0
84146,4,1.0
84149,4,1.0
84301,4,1.0
84302,3,0.512
84303,4,0.971
84304,4,1.0
84310,4,1.0
84311,4,1.0
84853,4,1.0
84858,4,1.0
85006,3,0.678
85012,4,0.999
85013,4,1.0
85014,4,1.0
85016,4,1.0
85017,4,0.964
85019,4,1.0
85020,4,1.0
85021,4,0.997
85186,4,1.0
85263,4,1.0
85533,3,0.892
85556,4,1.0
85557,3,0.673
85560,4,1.0
85566,4,1.0
85567,4,1.0
85707,4,1.0
85718,4,0.989
85725,4,0.987
85727,4,1.0
85971,4,0.945
86244,4,1.0
86264,4,1.0
86268,4,1.0
86272,3,0.709
86275,2,0.415
86422,4,1.0
86426,3,0.78
86427,4,1.0
86432,4,1.0
86433,4,1.0
86676,4,0.98
86678,2,0.409
86679,4,0.947
86949,3,0.648
86962,2,0.158
86963,4,1.0
86969,3,0.525
86974,4,1.0
86975,4,1.0
86977,4,1.0
86978,4,1.0
86981,4,1.0
86983,4,0.987
87127,4,0.976
87386,3,0.596
87387,1,0.033
87658,4,1.0
87668,3,0.504
87690,4,1.0
87691,4,1.0
87842,3,0.665
87843,4,1.0
87844,2,0.464
87845,4,1.0
87847,2,0.471
88094,4,1.0
88095,1,0.013
88380,4,0.997
88391,4,1.0
88396,2,0.433
88397,4,1.0
88398,4,1.0
88399,4,1.0
88551,4,1.0
88552,2,0.187
88553,1,0.049
88554,4,1.0
88555,4,0.91
88558,3,0.799
88559,4,1.0
88802,4,1.0
89095,3,0.877
89106,4,1.0
89107,4,0.996
89256,4,1.0
89259,4,1.0
89260,4,1.0
89261,4,1.0
89262,4,1.0
89263,1,0.09
89266,4,1.0
89267,4,0.997
89268,1,0.039
89269,2,0.103
89270,4,0.96
89510,4,1.0
89797,4,1.0
89798,4,1.0
89803,4,1.0
89804,4,1.0
89812,3,0.639
89813,2,0.429
89814,2,0.484
89964,4,1.0
89967,4,0.997
89968,4,1.0
89969,4,0.974
89970,3,0.59
89971,4,0.987
89974,4,1.0
89975,1,0.024
89978,4,1.0
90218,4,0.995
90490,3,0.582
90512,4,1.0
90513,4,1.0
90514,4,1.0
90671,4,1.0
90672,3,0.638
90675,4,1.0
90679,3,0.818
90680,4,1.0
90681,4,1.0
90682,4,1.0
90683,3,0.615
90687,2,0.285
90688,4,1.0
90925,4,1.0
91198,4,1.0
91235,1,0.046
91379,2,0.124
91386,4,1.0
91387,4,1.0
91388,4,1.0
91389,4,1.0
91896,2,0.291
91930,2,0.156
91931,4,1.0
91933,2,0.415
91934,4,0.946
91940,4,0.991
91941,4,1.0
91942,4,1.0
91943,1,0.018
91944,4,0.993
91946,4,0.964
92092,3,0.511
92095,4,0.96
92096,4,0.998
92097,4,1.0
92098,4,1.0
92099,2,0.128
92107,4,1.0
92339,4,1.0
92640,4,1.0
92641,2,0.394
92642,3,0.726
92644,3,0.601
92645,4,1.0
92649,4,1.0
92650,4,0.999
92651,4,0.932
92652,4,1.0
92653,4,1.0
92798,3,0.552
92803,4,1.0
92804,4,1.0
92805,4,1.0
92806,3,0.716
93045,3,0.524
93341,4,0.942
93352,4,0.999
93353,4,1.0
93355,4,1.0
93356,4,1.0
93357,4,1.0
93358,2,0.296
93359,4,1.0
93360,4,1.0
93361,4,0.972
93362,3,0.503
93364,4,1.0
93365,4,0.991
93366,2,0.112
93367,4,0.989
93368,4,1.0
93487,3,0.651
93507,4,0.985
93513,4,1.0
93514,4,1.0
94051,4,1.0
94058,4,0.997
94061,4,1.0
94062,4,0.902
94063,4,1.0
94065,2,0.328
94066,4,1.0
94067,4,1.0
94069,4,1.0
94072,4,0.992
94074,4,1.0
94075,4,1.0
94077,4,0.999
94214,4,1.0
94493,3,0.837
94739,4,1.0
94766,2,0.186
94767,4,0.996
94769,4,1.0
94772,2,0.381
94773,4,1.0
94774,4,1.0
94775,4,1.0
94778,4,1.0
94782,4,1.0
94786,2,0.203
95476,2,0.275
95478,4,1.0
95479,4,0.935
95480,4,1.0
95481,3,0.876
95482,4,1.0
95483,4,1.0
95485,4,1.0
95486,4,1.0
95488,4,0.999
95489,4,1.0
95491,4,1.0
95631,4,0.989
95875,2,0.297
96175,4,0.975
96181,4,0.993
96185,2,0.449
96186,3,0.806
96187,4,0.958
96189,4,1.0
96190,4,0.97
96191,2,0.413
96197,4,0.997
96202,4,0.97
96203,4,1.0
96339,4,1.0
96883,3,0.862
96891,3,0.619
96892,2,0.494
96901,4,1.0
96903,2,0.239
96904,4,1.0
96905,4,1.0
96912,2,0.345
97049,1,0.056
97050,1,0.063
97605,2,0.135
97611,4,1.0
97612,3,0.726
97613,3,0.846
97614,1,0.077
97615,4,0.984
97770,4,1.0
97794,4,1.0
98320,4,1.0
98323,1,0.055
98468,2,0.488
98475,1,0.039
98702,3,0.621
99020,3,0.728
99023,2,0.291
99033,2,0.26
99211,1,0.013
99212,3,0.693
99684,4,0.953
99726,2,0.438
99729,2,0.17
99887,4,1.0
100398,2,0.373
100406,3,0.706
100431,2,0.336
100584,1,0.004
100594,1,0.007
100595,1,0.043
101108,3,0.808
101812,4,1.0
101850,2,0.485
101861,4,1.0
102240,1,0.057
102513,1,0.091
102520,4,0.962
102547,3,0.781
102559,4,0.994
102560,4,0.974
102561,4,0.958
102724,1,0.005
103252,3,0.832
103268,4,0.903
103269,4,0.902
103434,4,1.0
103435,4,1.0
104129,4,1.0
104151,2,0.367
104699,4,1.0
104702,3,0.719
104807,1,0.019
104862,3,0.658
105337,4,1.0
105545,1,0.038
105556,4,0.914
106053,4,0.999
106262,3,0.864
106264,4,1.0
106752,3,0.518
107534,4,1.0
107535,1,0.1
107536,3,0.872
107639,3,0.745
107644,4,0.941
107668,4,0.985
107669,3,0.71
107670,2,0.389
108166,1,0.0
108167,2,0.154
108170,4,1.0
108243,4,1.0
108348,3,0.614
108354,4,1.0
108582,2,0.377
108874,3,0.756
108875,4,0.992
108917,2,0.124
109083,4,1.0
109108,1,0.016
109662,4,1.0
110370,4,1.0
110495,4,1.0
110498,2,0.181
110523,1,0.003
110524,1,0.011
111056,4,0.998
111400,4,1.0
111725,3,0.555
111787,4,1.0
111789,2,0.183
111893,2,0.175
112411,1,0.058
112487,4,0.999
112492,4,1.0
112595,4,1.0
112634,4,1.0
112638,1,0.012
112863,4,1.0
113149,2,0.452
113303,3,0.621
113343,2,0.264
113505,4,1.0
113507,1,0.084
113509,4,1.0
113510,4,0.987
113826,4,0.991
113835,2,0.417
113912,4,1.0
113913,4,1.0
113914,4,0.929
113915,2,0.127
114206,3,0.679
114207,4,1.0
114208,2,0.312
114209,4,1.0
114210,4,1.0
114211,4,1.0
114212,4,1.0
114213,4,0.955
114214,4,1.0
114215,4,0.918
114622,4,1.0
114623,2,0.351
114723,1,0.032
114909,4,1.0
114910,4,1.0
114911,4,1.0
114912,4,1.0
114913,4,1.0
114914,2,0.467
114915,4,0.996
114916,3,0.799
114917,2,0.184
114918,3,0.825
114919,4,1.0
114920,4,0.997
114921,4,1.0
115304,3,0.817
115322,4,1.0
115329,4,1.0
115331,4,0.982
115479,4,1.0
115614,4,1.0
115615,4,1.0
115616,4,1.0
115617,4,1.0
115618,4,1.0
115619,4,1.0
115620,4,1.0
115621,4,0.989
115622,4,0.995
115623,2,0.21
115624,4,1.0
115625,2,0.134
115626,4,0.982
115627,4,1.0
115628,4,1.0
115949,4,1.0
116156,2,0.144
116184,3,0.893
116186,4,1.0
116187,4,0.934
116320,4,1.0
116321,4,1.0
116322,4,1.0
116323,4,1.0
116324,3,0.797
116325,3,0.624
116326,1,0.088
116327,1,0.017
116328,1,0.052
116329,1,0.009
116330,4,1.0
116331,2,0.356
116332,3,0.65
116333,4,1.0
116335,4,1.0
116336,4,1.0
116717,2,0.231
116746,4,1.0
116864,1,0.033
116888,4,1.0
116895,4,1.0
117028,4,1.0
117029,4,1.0
117030,1,0.012
117031,4,0.997
117032,2,0.41
117033,2,0.449
117430,3,0.779
117454,4,1.0
117549,4,0.966
117551,4,0.994
117569,1,0.005
117735,4,1.0
117736,4,1.0
117764,3,0.648
117790,4,1.0
118071,4,0.983
118134,4,0.998
118147,4,0.911
118158,4,0.997
118270,1,0.027
118298,4,1.0
118311,1,0.004
118441,4,1.0
118442,4,1.0
118443,4,1.0
118444,4,1.0
118471,3,0.596
118472,4,1.0
118473,4,1.0
118854,4,1.0
118855,4,1.0
118964,4,1.0
119000,4,1.0
119150,4,1.0
119151,3,0.767
119152,4,1.0
119180,4,1.0
119181,4,1.0
119567,4,1.0
119571,4,1.0
119572,4,1.0
119679,2,0.275
119728,1,0.02
119854,4,1.0
119857,4,1.0
119858,4,1.0
119859,4,1.0
119888,4,1.0
119889,4,1.0
119892,4,1.0
119893,4,1.0
120210,3,0.526
120279,2,0.177
120280,4,1.0
120422,4,1.0
120561,4,1.0
120562,4,1.0
120563,4,1.0
120564,4,1.0
120566,4,1.0
120586,4,1.0
120587,4,1.0
120596,4,1.0
120601,4,1.0
120613,4,1.0
120905,4,1.0
120944,3,0.797
120945,2,0.279
121123,3,0.72
121138,4,0.999
121139,4,1.0
121269,4,1.0
121270,4,1.0
121273,4,1.0
121274,4,1.0
121293,4,1.0
121294,4,1.0
121295,4,1.0
121296,4,1.0
121297,4,1.0
121303,4,1.0
121304,4,1.0
121305,4,1.0
121614,4,0.999
121615,4,1.0
121684,4,0.946
121689,4,0.957
121692,4,1.0
121830,3,0.879
121832,4,0.967
121838,4,1.0
121980,4,1.0
121981,4,1.0
121982,4,1.0
121983,4,1.0
121988,4,1.0
121996,4,1.0
121998,4,1.0
122003,4,1.0
122013,4,1.0
122319,4,0.948
122321,3,0.87
122371,3,0.579
122540,4,1.0
122541,4,1.0
122683,4,0.989
122685,4,1.0
122686,4,1.0
122691,4,1.0
122692,4,1.0
122693,4,1.0
122708,4,1.0
122711,4,1.0
123029,4,1.0
123031,4,1.0
123091,3,0.531
123215,1,0.004
123247,4,1.0
123248,4,1.0
123249,4,1.0
123393,4,1.0
123395,4,1.0
123396,4,1.0
123399,4,1.0
123400,4,1.0
123401,4,1.0
123421,4,1.0
123736,4,0.995
123739,4,1.0
123800,4,0.94
123801,4,0.995
123970,4,1.0
123971,4,1.0
124098,4,1.0
124100,4,1.0
124101,4,1.0
124130,4,1.0
124443,4,0.993
124447,4,1.0
124622,2,0.391
124667,4,1.0
124668,4,1.0
124674,4,1.0
124678,4,1.0
124679,4,1.0
124805,4,1.0
124806,4,1.0
124838,4,1.0
124839,4,1.0
124844,4,1.0
124867,2,0.397
125154,4,1.0
125155,3,0.691
125156,4,0.976
125375,4,1.0
125376,4,1.0
125382,4,1.0
125385,4,1.0
125513,4,1.0
125514,4,1.0
125517,4,1.0
125531,4,1.0
125546,4,1.0
125547,4,1.0
125864,4,1.0
125918,1,0.041
126039,1,0.023
126079,1,0.093
126085,4,1.0
126086,1,0.046
126087,4,1.0
126089,4,1.0
126090,4,1.0
126096,4,1.0
126223,4,1.0
126224,4,1.0
126239,4,1.0
126255,3,0.834
126779,1,0.001
126787,1,0.027
126795,4,1.0
126797,4,1.0
126798,4,1.0
126931,4,1.0
126932,4,1.0
126937,4,1.0
126946,4,1.0
126973,4,1.0
126974,4,1.0
126975,4,1.0
126977,4,1.0
126983,2,0.149
127505,4,1.0
127635,4,1.0
127637,4,0.996
127639,4,0.999
127643,4,1.0
127644,1,0.056
127645,4,0.93
127655,4,1.0
127657,4,1.0
127686,4,0.934
128164,4,0.997
128205,2,0.181
128342,4,1.0
128345,3,0.65
128346,4,1.0
128347,4,1.0
128350,4,1.0
128351,4,1.0
128352,4,1.0
128363,4,1.0
128365,4,1.0
128943,4,1.0
129050,4,1.0
129052,4,1.0
129056,4,1.0
129057,4,1.0
129058,4,1.0
129059,4,1.0
129076,4,1.0
129087,4,1.0
129410,4,0.987
129439,4,0.962
129757,4,1.0
129758,4,1.0
129759,4,1.0
129760,4,1.0
129763,1,0.076
129764,2,0.411
129765,4,1.0
129766,4,1.0
130115,4,0.989
130116,4,0.992
130465,4,1.0
130466,4,1.0
130467,4,1.0
130471,2,0.187
130472,1,0.004
130473,4,1.0
130824,4,1.0
130994,1,0.058
130999,2,0.273
131000,2,0.119
131170,4,1.0
131173,4,1.0
131174,2,0.374
131178,4,1.0
131179,4,1.0
131180,4,1.0
131181,4,1.0
131183,4,1.0
131534,4,0.967
131535,4,1.0
131537,4,1.0
131703,4,0.902
131704,1,0.039
131721,2,0.136
131722,1,0.014
131877,4,1.0
131880,4,1.0
131881,4,1.0
131886,4,1.0
131887,4,1.0
131891,4,1.0
131912,4,1.0
131920,4,1.0
132241,3,0.781
132244,4,0.96
132288,4,1.0
132379,4,1.0
132389,4,1.0
132405,4,1.0
132406,2,0.196
132407,4,1.0
132408,4,1.0
132409,4,1.0
132411,3,0.679
132412,4,1.0
132456,4,0.999
132586,4,1.0
132588,4,1.0
132594,4,1.0
132595,2,0.167
132599,4,1.0
132621,4,0.946
132622,4,1.0
133092,1,0.065
133093,4,1.0
133097,4,1.0
133098,4,0.959
133099,4,1.0
133112,1,0.052
133113,2,0.459
133114,2,0.179
133115,4,1.0
133116,4,1.0
133117,4,1.0
133120,4,1.0
133121,4,1.0
133291,4,1.0
133292,4,1.0
133293,4,1.0
133294,4,1.0
133295,4,1.0
133301,2,0.349
133302,4,1.0
133306,4,1.0
133307,4,1.0
133331,4,1.0
133332,4,1.0
133698,4,1.0
133805,4,1.0
133806,4,0.952
133807,4,1.0
133808,4,1.0
133810,4,1.0
133820,1,0.061
133821,2,0.124
133822,2,0.353
133823,4,1.0
133824,4,1.0
133828,4,1.0
133829,4,1.0
133830,4,1.0
133969,3,0.659
133999,4,1.0
134009,4,1.0
134010,4,1.0
134012,4,1.0
134013,4,1.0
134014,4,1.0
134040,4,1.0
134041,4,1.0
134044,4,1.0
134365,4,1.0
134366,4,1.0
134399,4,1.0
134495,2,0.401
134505,4,1.0
134511,4,1.0
134512,2,0.47
134513,4,0.988
134514,3,0.694
134515,4,1.0
134516,2,0.104
134517,4,1.0
134518,4,1.0
134519,4,0.952
134520,4,1.0
134521,4,1.0
134522,4,1.0
134523,1,0.016
134524,4,1.0
134526,4,1.0
134528,3,0.501
134529,4,1.0
134530,3,0.655
134531,4,1.0
134532,4,1.0
134533,4,1.0
134534,4,1.0
134677,4,1.0
134678,4,1.0
134679,4,1.0
134716,4,1.0
134717,4,1.0
134718,4,1.0
134719,4,1.0
134720,4,1.0
134721,4,1.0
134749,4,1.0
134766,4,1.0
134767,4,1.0
135107,4,1.0
135108,4,1.0
135212,4,1.0
135213,4,1.0
135214,4,1.0
135220,4,1.0
135221,1,0.028
135222,4,1.0
135223,2,0.278
135225,4,0.999
135226,4,1.0
135228,4,1.0
135229,4,1.0
135230,4,1.0
135231,4,0.91
135232,4,0.984
135234,4,1.0
135237,4,1.0
135239,4,1.0
135240,4,1.0
135241,4,1.0
135242,4,1.0
135243,4,1.0
135384,4,0.937
135385,4,1.0
135386,4,1.0
135424,4,1.0
135425,4,1.0
135426,4,1.0
135427,4,1.0
135469,3,0.862
135474,4,1.0
135475,4,1.0
135786,4,1.0
135917,4,1.0
135926,4,1.0
135927,4,1.0
135928,3,0.545
135933,4,1.0
135936,4,1.0
135937,4,1.0
135938,4,1.0
135939,4,1.0
135940,4,1.0
135941,4,1.0
135942,4,1.0
135943,4,1.0
135944,4,1.0
135945,4,1.0
135946,4,1.0
135947,4,1.0
135948,4,1.0
135949,4,1.0
135950,4,1.0
136008,4,1.0
136092,4,1.0
136093,4,1.0
136094,4,1.0
136096,4,1.0
136132,4,1.0
136133,4,1.0
136134,4,1.0
136181,4,0.922
136183,4,1.0
136184,4,0.997
136495,3,0.737
136496,4,1.0
136617,4,1.0
136623,4,0.987
136630,4,1.0
136635,4,0.992
136636,4,0.996
136637,4,1.0
136645,4,1.0
136648,4,1.0
136649,4,1.0
136650,4,1.0
136651,3,0.627
136652,4,1.0
136653,4,1.0
136654,4,1.0
136655,4,1.0
136657,4,1.0
136658,4,1.0
136696,4,0.947
136800,4,1.0
136802,4,1.0
136803,4,1.0
136804,4,1.0
136837,1,0.007
136839,4,1.0
136840,4,1.0
136841,4,1.0
137204,4,1.0
137221,2,0.324
137223,3,0.62
137322,3,0.717
137357,4,1.0
137358,4,1.0
137502,4,1.0
137503,4,1.0
137504,4,1.0
137508,4,1.0
137509,4,1.0
137511,4,1.0
137545,4,1.0
137546,4,1.0
137548,4,1.0
137549,4,1.0
137598,4,1.0
137897,3,0.808
137905,4,0.995
137913,4,1.0
137914,4,0.999
137916,4,1.0
137928,4,1.0
138063,4,1.0
138066,4,1.0
138071,4,1.0
138072,4,1.0
138073,4,1.0
138074,4,1.0
138079,4,0.968
138134,1,0.058
138135,4,1.0
138210,4,1.0
138211,4,0.997
138212,2,0.451
138213,4,1.0
138253,4,1.0
138255,4,1.0
138256,4,1.0
138266,4,1.0
138267,4,1.0
138307,4,0.941
138605,3,0.791
138606,2,0.377
138614,3,0.762
138623,4,1.0
138625,2,0.442
138626,4,1.0
138636,3,0.848
138753,4,1.0
138763,4,1.0
138770,4,1.0
138776,4,1.0
138779,4,0.988
138780,4,1.0
138781,4,1.0
138789,4,0.997
138791,4,0.991
138796,3,0.836
138797,2,0.293
138842,1,0.019
138917,4,1.0
138918,4,1.0
138919,4,1.0
138920,4,1.0
138921,4,1.0
138922,4,1.0
138963,4,1.0
138964,4,1.0
138974,4,1.0
138975,4,1.0
138976,4,1.0
138977,4,1.0
139011,4,1.0
139304,4,0.994
139305,4,1.0
139333,4,0.997
139334,4,0.995
139335,4,0.993
139336,4,0.991
139338,4,0.992
139346,4,1.0
139445,3,0.829
139475,4,1.0
139486,4,1.0
139489,4,1.0
139490,4,1.0
139495,4,1.0
139625,4,1.0
139626,4,1.0
139627,4,1.0
139628,4,1.0
139629,4,1.0
139632,4,0.995
139633,4,1.0
139670,4,1.0
139682,4,1.0
139683,4,1.0
139684,4,1.0
139685,4,1.0
139686,4,1.0
139720,4,1.0
140012,4,1.0
140029,1,0.076
140030,2,0.214
140034,2,0.271
140038,2,0.331
140042,4,0.95
140043,4,1.0
140044,2,0.491
140045,3,0.605
140046,4,1.0
140047,3,0.816
140048,4,1.0
140051,2,0.306
140052,3,0.547
140155,4,1.0
140195,4,0.998
140198,4,1.0
140200,2,0.285
140203,4,1.0
140207,4,1.0
140333,4,1.0
140336,4,1.0
140337,4,0.911
140338,4,1.0
140339,4,1.0
140379,4,1.0
140390,4,1.0
140391,4,0.979
140392,4,1.0
140393,4,1.0
140394,4,1.0
140395,2,0.22
140428,3,0.65
140739,2,0.247
140745,2,0.487
140761,2,0.173
140903,1,0.038
140917,3,0.861
141040,4,1.0
141041,4,1.0
141042,4,1.0
141043,4,1.0
141044,4,1.0
141045,4,1.0
141046,2,0.443
141047,4,1.0
141048,4,0.995
141087,4,1.0
141098,4,1.0
141099,4,1.0
141100,4,1.0
141101,4,1.0
141102,4,1.0
141103,4,1.0
141104,4,1.0
141105,4,1.0
141133,4,1.0
141134,4,1.0
141138,4,1.0
141448,2,0.186
141457,4,0.999
141469,2,0.195
141572,4,1.0
141585,4,1.0
141588,4,1.0
141612,4,1.0
141613,4,1.0
141748,4,1.0
141750,4,1.0
141751,4,1.0
141752,4,1.0
141753,4,1.0
141754,4,1.0
141755,4,1.0
141756,4,1.0
141805,4,1.0
141806,4,1.0
141807,4,1.0
141808,4,1.0
141809,4,1.0
141810,4,1.0
141811,4,1.0
141812,4,0.998
141814,4,1.0
141842,4,1.0
141846,4,1.0
142132,4,1.0
142164,4,0.997
142273,4,1.0
142319,4,1.0
142320,4,1.0
142321,4,0.998
142322,4,1.0
142323,4,1.0
142331,1,0.043
142373,3,0.884
142391,1,0.023
142455,4,1.0
142456,4,1.0
142458,4,1.0
142460,4,1.0
142461,4,1.0
142462,4,0.972
142463,4,1.0
142464,4,0.921
142490,4,1.0
142504,4,1.0
142514,4,1.0
142515,4,0.938
142516,4,1.0
142517,4,1.0
142518,4,1.0
142519,4,1.0
142520,4,1.0
142521,4,1.0
142522,4,1.0
142523,4,1.0
142840,4,0.995
143008,4,1.0
143009,4,1.0
143010,4,1.0
143021,4,1.0
143026,4,1.0
143029,4,1.0
143030,4,1.0
143042,4,1.0
143043,3,0.763
143163,4,1.0
143164,4,1.0
143165,4,1.0
143166,4,1.0
143167,4,1.0
143169,4,1.0
143170,4,1.0
143171,2,0.28
143172,4,1.0
143212,4,1.0
143217,4,1.0
143222,4,1.0
143223,4,1.0
143224,4,1.0
143228,4,1.0
143231,4,1.0
143688,4,1.0
143704,4,1.0
143705,4,1.0
143736,4,1.0
143810,4,0.997
143870,4,1.0
143871,4,1.0
143872,4,1.0
143873,4,1.0
143874,4,1.0
143875,4,1.0
143876,4,1.0
143877,4,1.0
143878,4,1.0
143879,2,0.469
143880,2,0.493
143881,2,0.349
143920,4,1.0
143922,4,1.0
143923,4,1.0
143924,4,1.0
143925,4,1.0
143930,4,1.0
143936,4,1.0
143937,4,1.0
143939,4,1.0
144252,4,1.0
144395,4,1.0
144439,4,1.0
144443,4,1.0
144494,4,0.996
144496,2,0.182
144578,4,1.0
144580,4,1.0
144581,4,1.0
144582,4,1.0
144583,4,1.0
144584,1,0.05
144585,4,1.0
144587,4,1.0
144588,4,1.0
144589,4,1.0
144628,4,1.0
144630,4,0.977
144631,4,1.0
144633,4,1.0
144634,4,1.0
144635,4,1.0
144636,4,1.0
144637,3,0.699
144645,4,1.0
144646,4,1.0
144647,4,1.0
144675,4,1.0
144676,4,1.0
144718,4,1.0
144957,4,1.0
144958,4,0.947
144959,4,1.0
145104,4,1.0
145105,4,1.0
145141,3,0.848
145204,3,0.753
145225,4,1.0
145286,4,1.0
145287,4,1.0
145288,4,1.0
145289,4,1.0
145290,4,1.0
145291,4,1.0
145295,4,1.0
145296,4,1.0
145336,4,1.0
145337,1,0.067
145338,2,0.235
145339,4,1.0
145340,4,1.0
145341,4,1.0
145342,4,1.0
145343,4,1.0
145352,4,1.0
145353,4,1.0
145354,4,1.0
145355,4,1.0
145378,4,1.0
145379,4,1.0
145380,4,0.963
145383,4,1.0
145663,4,1.0
145670,3,0.636
145811,4,1.0
145812,4,1.0
145909,4,1.0
145910,3,0.872
145911,3,0.539
145912,4,1.0
145915,4,0.999
145993,4,0.988
145995,4,0.931
145996,2,0.278
145997,2,0.317
146004,4,0.946
146043,4,1.0
146044,4,1.0
146045,4,1.0
146046,4,1.0
146047,4,1.0
146048,4,1.0
146049,4,0.999
146050,4,1.0
146051,4,1.0
146060,4,1.0
146062,4,1.0
146063,4,1.0
146086,4,0.998
146087,4,1.0
146368,4,1.0
146369,4,1.0
146370,4,1.0
146371,3,0.677
146372,4,1.0
146373,4,1.0
146518,4,1.0
146519,4,1.0
146521,4,1.0
146618,1,0.029
146619,2,0.435
146651,4,1.0
146701,4,1.0
146703,2,0.314
146704,3,0.639
146705,2,0.389
146708,4,0.993
146709,4,0.985
146710,4,1.0
146712,4,1.0
146752,4,1.0
146753,4,1.0
146754,4,1.0
146755,4,1.0
146756,4,0.997
146757,4,1.0
146758,4,1.0
146759,4,1.0
146760,4,1.0
146761,3,0.84
146762,4,1.0
146763,4,1.0
146764,4,1.0
146768,4,1.0
146770,4,1.0
146793,4,1.0
146794,4,1.0
146795,1,0.061
147077,4,1.0
147078,4,1.0
147084,1,0.038
147085,3,0.875
147227,4,1.0
147325,1,0.096
147326,2,0.279
147332,2,0.222
147333,4,1.0
147349,4,1.0
147408,3,0.776
147410,4,1.0
147411,3,0.789
147412,4,1.0
147413,2,0.301
147414,3,0.64
147415,2,0.114
147417,2,0.112
147420,4,0.985
147460,4,1.0
147461,4,1.0
147462,4,1.0
147463,4,1.0
147464,4,1.0
147465,4,1.0
147466,4,1.0
147467,4,1.0
147468,4,0.954
147469,4,0.961
147470,4,1.0
147471,4,1.0
147472,4,1.0
147478,4,1.0
147501,4,0.997
147502,4,0.964
147785,4,1.0
147793,4,1.0
148033,1,0.007
148034,2,0.268
148066,4,1.0
148070,4,1.0
148116,4,1.0
148117,2,0.282
148118,3,0.602
148119,4,1.0
148120,4,1.0
148122,2,0.301
148123,2,0.303
148124,4,0.999
148125,2,0.182
148128,4,1.0
148129,4,1.0
148167,4,1.0
148168,4,1.0
148169,4,1.0
148170,4,1.0
148171,4,1.0
148172,4,1.0
148173,4,1.0
148174,3,0.767
148175,4,1.0
148176,4,1.0
148177,4,1.0
148178,4,1.0
148179,4,1.0
148185,4,1.0
148209,4,1.0
148210,4,1.0
148486,2,0.387
148492,4,1.0
148825,4,1.0
148826,4,1.0
148827,4,1.0
148828,4,1.0
148829,2,0.289
148831,4,0.939
148833,2,0.135
148836,2,0.295
148837,2,0.144
148838,2,0.161
